date	attachment	count
201503	267912	7
201503	267980	36
201503	268231	5
201503	268232	11
201503	268344	10
201503	268587	28
201503	268757	2
201503	269599	166
201503	270197	23029
201503	270198	1547
201503	270201	720
201503	270381	14
201503	270386	11
201503	270484	41847
201503	270487	6
201503	270530	15007
201503	270659	426
201503	270660	102
201503	270678	58
201503	270679	39
201503	270680	37
201503	270681	20
201503	270966	1345
201503	271328	130
201503	271457	76
201503	271463	336
201503	271800	71
201503	273953	253
201503	273962	8
201503	274029	43513
201503	274263	49
201503	27455	4
201503	275035	31
201503	275236	9
201503	275281	27
201503	275282	17
201503	275454	3238
201503	275895	26
201503	275925	61
201503	276024	27
201503	276121	86
201503	276122	48
201503	276123	51
201503	276172	70
201503	276183	110
201503	276192	65
201503	276199	44
201503	276200	65
201503	276795	39
201503	276796	27
201503	277136	108
201503	277141	37
201503	277195	7
201503	277196	7
201503	27752	131
201503	277878	26
201503	277881	11
201503	277882	14
201503	277883	13
201503	277961	7676
201503	278659	325
201503	278676	474
201503	278783	1535
201503	278983	44
201503	278997	6
201503	279392	58
201503	279401	731
201503	279403	1759
201503	279412	193
201503	279417	508
201503	279418	948
201503	27981	46
201503	28018	15
201503	281006	22
201503	281024	10
201503	281201	341
201503	281223	188
201503	281243	112
201503	281246	67
201503	281248	42
201503	281267	53
201503	281339	28
201503	281342	19
201503	282196	595
201503	28267	50
201503	28268	43
201503	28269	20
201503	282746	19
201503	283274	4921
201503	283524	173
201503	283606	55
201503	283633	405
201503	283638	45
201503	283647	47
201503	28378	46
201503	28379	17
201503	28396	29
201503	28397	8
201503	28398	5
201503	284022	4409
201503	284188	147
201503	284238	10
201503	284967	17
201503	28514	42
201503	28515	190
201503	28516	26
201503	28517	28
201503	28518	16
201503	28519	39
201503	28520	24
201503	28521	30
201503	28522	77
201503	28523	16
201503	28524	10
201503	28525	7
201503	28528	24
201503	285492	682
201503	285634	858
201503	286000	28
201503	286008	182
201503	286022	398
201503	286100	350
201503	286113	196
201503	286123	289
201503	286143	2575
201503	286153	312
201503	286157	19
201503	286246	137
201503	286259	430
201503	286293	74
201503	286395	55
201503	286407	53
201503	286531	11
201503	286535	25
201503	286541	3303
201503	286864	350
201503	286886	10480
201503	286894	651
201503	286923	625
201503	286936	442
201503	287369	24941
201503	287419	14
201503	287764	5
201503	287864	7276
201503	287907	22
201503	287954	2731
201503	287957	278
201503	288033	334
201503	288083	1115
201503	288177	62
201503	288178	34
201503	288462	33
201503	288472	26
201503	288473	14
201503	288477	8
201503	288855	171
201503	288867	103
201503	288871	29
201503	288876	191
201503	288879	125
201503	288919	18
201503	288928	47
201503	288944	35
201503	288949	489
201503	289099	35
201503	289492	20
201503	289507	1577
201503	289508	676
201503	289509	67
201503	289736	298
201503	289741	40
201503	289742	12
201503	289743	12
201503	289744	10
201503	291276	213
201503	291879	1040
201503	291896	50
201503	291914	55
201503	292465	105
201503	292515	35
201503	292522	272
201503	292533	310
201503	292534	223
201503	292641	452
201503	292667	40
201503	292695	61
201503	292703	20
201503	292710	247
201503	292733	18
201503	292745	328
201503	292833	12
201503	293022	40
201503	293050	30
201503	293070	25
201503	293097	76
201503	293240	21
201503	293252	40
201503	293298	699
201503	293306	199
201503	293337	48
201503	293373	81
201503	293385	23
201503	293474	21
201503	293495	52
201503	293536	25
201503	293652	22
201503	293653	39
201503	293757	228
201503	293863	1042
201503	293874	24
201503	293877	29
201503	293936	40
201503	293939	20
201503	293940	23
201503	293972	54
201503	293979	17
201503	293981	16
201503	294011	35
201503	294015	195
201503	294021	33
201503	294022	16
201503	294023	15
201503	294257	80
201503	294366	114
201503	294511	14
201503	294657	26
201503	294943	12
201503	294944	35
201503	294949	75
201503	294953	29
201503	294970	25
201503	294981	58
201503	295085	24
201503	295087	16
201503	295732	11
201503	295800	48
201503	295830	1253
201503	295844	2892
201503	295892	104
201503	295914	125
201503	296038	21
201503	296097	765
201503	296109	77
201503	296114	71
201503	296373	137
201503	296384	748
201503	296502	1340
201503	296513	82
201503	296514	27
201503	296515	63
201503	296516	60
201503	296518	43
201503	296520	38
201503	296521	42
201503	296522	29
201503	296523	34
201503	296524	23
201503	296525	46
201503	296526	26
201503	296551	69
201503	296552	28
201503	296562	45
201503	296563	69
201503	296732	43
201503	296733	37
201503	296734	72
201503	296740	282
201503	296847	43
201503	296848	28
201503	296868	2067
201503	296882	97
201503	296883	37
201503	296890	550
201503	296923	334
201503	296985	127
201503	297006	330
201503	297018	476
201503	297228	61
201503	297400	18
201503	297516	335
201503	297587	107
201503	297591	35
201503	297608	12
201503	297639	62
201503	297915	36
201503	297932	222
201503	297945	9
201503	297984	53
201503	297994	42
201503	298106	611
201503	298157	21
201503	298160	13
201503	298161	27
201503	298168	19
201503	298173	86
201503	298292	2690
201503	298316	134
201503	298358	1985
201503	298379	33
201503	298397	20
201503	298490	94
201503	298586	5
201503	298590	165
201503	298629	3027
201503	298630	12
201503	298653	30
201503	298707	15
201503	298722	298
201503	298725	903
201503	298727	141
201503	298758	148
201503	298815	3205
201503	298845	321
201503	298849	14
201503	298895	1985
201503	298899	212
201503	298911	201
201503	298913	24
201503	299255	17
201503	299353	77
201503	299357	472
201503	299463	22
201503	299465	11
201503	299466	19
201503	299468	22
201503	299510	14
201503	299793	444
201503	299795	14
201503	299802	52
201503	299808	467
201503	299852	32
201503	299855	11
201503	299860	13
201503	299930	265
201503	299933	11
201503	299967	35
201503	300199	88
201503	300231	435
201503	300232	424
201503	300372	360
201503	300495	12
201503	300557	170
201503	300558	74
201503	300562	99
201503	300564	47
201503	300948	8426
201503	301263	101
201503	301268	152
201503	301297	95
201503	301532	3560
201503	301555	429
201503	301561	884
201503	301620	423
201503	302024	17
201503	302241	515
201503	302281	5823
201503	302293	1833
201503	302297	52
201503	302306	987
201503	302783	24
201503	303000	26
201503	303174	156
201503	303285	90
201503	303333	1614
201503	303438	63
201503	303443	26
201503	303570	59
201503	303590	29
201503	303596	228
201503	303608	23
201503	303609	27
201503	303610	27
201503	303611	13
201503	303612	11
201503	303614	8
201503	303707	44
201503	303716	340
201503	303718	81
201503	303742	45
201503	303746	58
201503	303747	43
201503	303750	45
201503	303751	165
201503	303755	21
201503	303756	21
201503	303760	25
201503	303761	20
201503	303762	8
201503	303829	75
201503	303843	16
201503	303844	18
201503	303849	11
201503	303852	45
201503	303855	20
201503	303919	5
201503	304004	28
201503	304005	30
201503	304006	12
201503	304007	27
201503	304008	11
201503	304009	54
201503	304010	27
201503	304011	34
201503	304012	12
201503	304013	11
201503	304014	37
201503	304015	36
201503	304016	24
201503	304017	9
201503	304018	14
201503	304019	41
201503	304020	5
201503	304021	33
201503	304022	22
201503	304023	7
201503	304024	10
201503	304025	10
201503	304026	40
201503	304027	48
201503	304028	12
201503	304029	19
201503	304030	23
201503	304031	5
201503	304032	15
201503	304033	13
201503	304034	10
201503	304035	6
201503	304036	12
201503	304037	4
201503	304038	24
201503	304039	7
201503	304040	11
201503	304041	10
201503	304042	19
201503	304043	32
201503	304044	8
201503	304046	5
201503	304048	23
201503	304049	6
201503	304050	19
201503	304051	7
201503	304053	21
201503	304055	17
201503	304056	11
201503	304057	8
201503	304058	28
201503	304059	9
201503	304067	15
201503	304068	40
201503	304069	36
201503	304070	15
201503	304071	13
201503	304072	8
201503	304085	66
201503	304635	131
201503	304653	114
201503	304669	35
201503	304676	73
201503	304680	33
201503	304686	38
201503	304693	136
201503	304699	21
201503	304747	18
201503	304750	12
201503	304767	14
201503	304771	98
201503	304781	15471
201503	304930	351
201503	305134	9
201503	305138	10
201503	305152	9
201503	305160	13
201503	305173	14
201503	305181	8
201503	305203	3
201503	305391	4
201503	305469	28
201503	305479	2801
201503	305628	90
201503	305642	45
201503	305650	457
201503	305668	64
201503	305671	110
201503	305706	82
201503	305829	30
201503	305831	26
201503	305832	10
201503	305833	52
201503	305835	80
201503	305838	20
201503	305839	19
201503	305844	20
201503	305849	19
201503	305856	34
201503	305931	304
201503	306105	364
201503	306107	35
201503	306108	134
201503	306129	39
201503	306131	7
201503	306132	18
201503	306164	52
201503	306165	5
201503	306166	20
201503	306201	10
201503	306202	6
201503	306203	25
201503	306207	26
201503	306210	3
201503	306211	1
201503	306245	41
201503	306247	8
201503	306248	12
201503	306252	79
201503	306254	12
201503	306255	61
201503	306380	39
201503	306381	25
201503	306383	18
201503	306391	105
201503	306393	18
201503	306394	40
201503	306402	27
201503	306405	6
201503	306406	3
201503	306469	76
201503	306470	9
201503	306471	11
201503	306478	80
201503	306479	10
201503	306480	37
201503	306489	340
201503	306490	106
201503	306491	189
201503	306514	65
201503	306515	23
201503	306516	21
201503	306559	106
201503	306561	20
201503	306563	35
201503	306583	292
201503	306649	75
201503	306650	94
201503	306669	62
201503	306670	11
201503	306671	31
201503	306676	55
201503	306677	14
201503	306678	9
201503	306685	35
201503	306686	4
201503	306687	7
201503	306694	32
201503	306695	8
201503	306696	28
201503	306753	100
201503	306961	66
201503	307520	79
201503	307658	4329
201503	308184	43
201503	308189	15
201503	308329	7
201503	308359	183
201503	308770	11
201503	308837	13
201503	308851	35
201503	309060	78
201503	309585	22
201503	309636	126
201503	309741	28
201503	309984	363
201503	311081	4674
201503	311599	112
201503	311627	4496
201503	312136	9
201503	312203	12
201503	312205	7
201503	312209	9
201503	312212	12
201503	312213	12
201503	312216	9
201503	312217	7
201503	312218	12
201503	312220	8
201503	312231	11
201503	312232	11
201503	312239	7
201503	312240	16
201503	312244	9
201503	312246	9
201503	312247	10
201503	312347	23
201503	312349	9
201503	312449	134
201503	312450	58
201503	312618	14
201503	312797	28
201503	314672	13
201503	314691	30
201503	314945	35
201503	315089	15
201503	315092	21
201503	315145	16
201503	315147	31
201503	315153	60
201503	315194	261
201503	315413	82
201503	315414	90
201503	315417	31
201503	315424	65
201503	315427	64
201503	315503	34
201503	315624	407
201503	315651	35
201503	315652	17
201503	315674	62
201503	315675	39
201503	315987	176
201503	316008	21
201503	31723	33
201503	317677	47
201503	317680	23
201503	317761	35
201503	317796	10
201503	318615	107
201503	318706	83
201503	318719	573
201503	318725	26
201503	318726	34
201503	318749	23
201503	318750	10
201503	318754	9
201503	318834	526
201503	318842	148
201503	319894	251
201503	319956	141
201503	319969	126
201503	319976	24
201503	320326	12
201503	320370	7
201503	321127	19
201503	321282	10
201503	321672	70
201503	321679	123
201503	321714	14
201503	321804	2529
201503	322138	8
201503	322173	610
201503	322202	1202
201503	322367	5720
201503	322417	137
201503	322418	81
201503	322555	135
201503	322633	52
201503	3227	38
201503	3228	31
201503	3229	27
201503	322937	31
201503	3230	13
201503	3231	12
201503	3232	7
201503	3233	10
201503	323355	46
201503	323356	44
201503	323357	59
201503	3234	6
201503	323423	141
201503	324450	1907
201503	324636	13160
201503	324638	101
201503	324766	499
201503	324768	100
201503	324975	479
201503	325663	94
201503	325664	24
201503	325665	15
201503	325669	8
201503	325850	279
201503	325869	37
201503	325903	68
201503	325924	668
201503	325928	298
201503	326029	23
201503	326048	21
201503	326064	26
201503	326079	70
201503	326096	45
201503	326112	20
201503	326123	20
201503	326606	56
201503	326818	481
201503	326961	11614
201503	327271	200
201503	327292	153
201503	327297	17
201503	327684	2701
201503	327871	11
201503	327893	188
201503	327958	74
201503	328176	30
201503	328250	114
201503	329725	539
201503	330161	1068
201503	330164	352
201503	330318	1081
201503	330550	16
201503	330944	26
201503	331699	216
201503	331713	43
201503	331714	4
201503	332072	29
201503	333039	1222
201503	333128	5080
201503	33459	1255
201503	33460	115
201503	335173	182
201503	335181	168
201503	336031	92
201503	336146	76
201503	336946	148
201503	337023	32
201503	337222	66
201503	33744	18
201503	33745	12
201503	33746	6
201503	337551	167
201503	338232	53
201503	338260	1295
201503	339285	18
201503	339922	57
201503	340253	18
201503	340627	411
201503	340628	75
201503	340669	14
201503	340737	160
201503	340739	89
201503	340740	55
201503	340741	49
201503	340742	40
201503	340743	46
201503	340744	36
201503	340745	43
201503	340802	161
201503	340806	13
201503	340808	32
201503	340809	13
201503	340810	171
201503	340848	36
201503	340871	95
201503	340885	56
201503	340888	154
201503	340934	94
201503	340935	120
201503	341126	1300
201503	341138	243
201503	341151	42
201503	341157	8
201503	341676	30
201503	341718	97
201503	341973	21273
201503	341976	650
201503	341979	5651
201503	342021	8
201503	342024	35
201503	342257	9
201503	342278	9
201503	342284	7
201503	342300	11
201503	342308	7
201503	342343	14
201503	342389	410
201503	342393	125
201503	342394	129
201503	342398	24
201503	342410	18
201503	342411	18
201503	342412	207
201503	342413	26
201503	34265	13
201503	34266	10
201503	34267	21
201503	343060	22
201503	343065	12
201503	343148	9
201503	343285	11
201503	343338	8
201503	343413	24
201503	343425	15
201503	343426	205
201503	343698	6408
201503	343776	72
201503	343900	33
201503	343903	79
201503	344530	39
201503	344564	52
201503	344576	137
201503	344580	118
201503	344620	54
201503	344622	51
201503	344667	61
201503	344671	40
201503	344677	111
201503	344679	48
201503	344687	15
201503	345078	58
201503	345082	66
201503	345197	88
201503	345200	42
201503	345203	33
201503	345204	23
201503	345515	1077
201503	345557	181
201503	345570	231
201503	345573	118
201503	345581	614
201503	345586	98
201503	345588	193
201503	345651	10305
201503	345682	158
201503	345692	34
201503	345693	105
201503	345694	47
201503	345697	63
201503	345723	174
201503	345726	1864
201503	345727	31
201503	345728	257
201503	345730	456
201503	345732	621
201503	345735	45
201503	345738	450
201503	345743	392
201503	345757	665
201503	345759	167
201503	345760	184
201503	345761	229
201503	345765	557
201503	345811	157
201503	345813	70
201503	345819	168
201503	345821	1721
201503	345827	64
201503	345829	774
201503	345837	71
201503	345838	114
201503	345839	88
201503	345843	218
201503	345845	493
201503	345847	29
201503	345849	21
201503	345850	215
201503	345852	80
201503	345961	556
201503	345964	137
201503	346000	529
201503	346072	124
201503	346079	2157
201503	346080	381
201503	346084	158
201503	34618	10
201503	346196	3684
201503	346200	970
201503	346217	309
201503	346219	25
201503	346223	25
201503	346246	1199
201503	346249	256
201503	346256	81
201503	346272	152
201503	346273	124
201503	34628	2
201503	34636	18
201503	34637	10
201503	346432	401
201503	346446	15
201503	346447	13
201503	346449	8
201503	346450	9
201503	346451	13
201503	346453	23
201503	346454	24
201503	346455	28
201503	346456	10
201503	346457	11
201503	34651	40
201503	346635	75
201503	347162	85
201503	347364	840
201503	34752	7
201503	34756	3
201503	347908	152
201503	347911	56
201503	348324	319
201503	348353	362
201503	348354	242
201503	348355	228
201503	348364	89
201503	348379	50
201503	348461	23
201503	348462	50
201503	348512	6
201503	348513	19
201503	348519	21
201503	348520	195
201503	348524	6
201503	348525	42
201503	348526	10
201503	348528	37
201503	348530	9
201503	348531	16
201503	348533	4
201503	348534	11
201503	348540	7
201503	348541	16
201503	348544	28
201503	348545	52
201503	348547	8
201503	348548	31
201503	348549	7
201503	348550	7
201503	348631	9
201503	348642	51
201503	348643	709
201503	348645	921
201503	348652	62
201503	348896	3057
201503	348940	8
201503	348975	10
201503	349003	18
201503	349197	61
201503	349220	733
201503	349225	1511
201503	349230	46
201503	349413	919
201503	349416	166
201503	349468	12
201503	349473	10
201503	349474	11
201503	349789	16
201503	349925	20
201503	349958	11
201503	350429	71
201503	350813	17
201503	351370	9
201503	351378	15
201503	351381	11
201503	351395	13
201503	351397	24
201503	351408	9
201503	352256	126
201503	352336	302
201503	352338	58
201503	352886	1633
201503	352888	1991
201503	352890	738
201503	352893	1210
201503	352894	1646
201503	353097	282
201503	353098	206
201503	353102	738
201503	353103	518
201503	353240	9
201503	353249	9
201503	353279	14
201503	353963	11
201503	353964	8
201503	353965	23
201503	354073	27
201503	354074	29
201503	354115	42
201503	354177	18
201503	354181	15
201503	354182	10
201503	354189	11
201503	354193	17192
201503	354201	10864
201503	354204	87875
201503	354205	52
201503	354209	445
201503	354210	11
201503	354226	13
201503	354233	55
201503	354269	8344
201503	354273	2343
201503	354285	129
201503	354289	132
201503	354293	10897
201503	354297	8522
201503	354305	960
201503	354309	1233
201503	354317	16621
201503	354321	15830
201503	354330	6955
201503	354342	7457
201503	354343	2346
201503	354350	19680
201503	354351	815
201503	354354	811
201503	354362	1135
201503	354368	12703
201503	354379	18542
201503	354408	115
201503	354409	652
201503	354413	3156
201503	354414	1537
201503	354415	6198
201503	354419	12830
201503	354431	7755
201503	354436	331
201503	354447	1360
201503	354452	94
201503	354460	2238
201503	354476	116
201503	354480	173
201503	354488	175
201503	354492	294
201503	354500	7270
201503	354504	4513
201503	354512	75
201503	354516	93
201503	354524	7920
201503	354528	15597
201503	354532	55
201503	354536	53
201503	354540	52
201503	354544	38
201503	354552	13
201503	354556	32
201503	354560	21
201503	354564	59
201503	354568	133
201503	354572	341
201503	354576	254
201503	354580	194
201503	354586	735
201503	354592	1554
201503	354597	619
201503	354602	13
201503	354606	403
201503	354612	21
201503	354614	204
201503	354625	74
201503	354629	51
201503	354753	13
201503	354759	6
201503	354813	102
201503	354925	65
201503	354927	100
201503	354928	11
201503	354936	58
201503	354937	21
201503	354938	21
201503	355124	113
201503	355809	4855
201503	355938	19
201503	355939	12
201503	355940	11
201503	356014	311
201503	356016	195
201503	356030	388
201503	356031	77
201503	356033	234
201503	356101	16
201503	356159	840
201503	356185	462
201503	356211	75
201503	356289	696
201503	356811	25
201503	357190	47
201503	357301	82
201503	357425	216
201503	357426	52
201503	357434	19
201503	357576	16
201503	357577	16
201503	357580	16
201503	357646	9
201503	357870	13
201503	357872	39
201503	357954	19
201503	357977	27
201503	357983	14
201503	358038	25
201503	358068	22
201503	358086	29
201503	358111	4921
201503	358112	4279
201503	358576	21
201503	359075	625
201503	359331	56
201503	359340	552
201503	359426	32
201503	359508	4497
201503	359650	224
201503	359928	26641
201503	360008	2217
201503	360083	2230
201503	360124	2251
201503	360287	352
201503	360584	23
201503	360710	45
201503	360935	20
201503	360936	18
201503	360987	174
201503	360988	29
201503	360989	95
201503	361065	151
201503	361097	50
201503	361147	69
201503	361150	187
201503	361152	212
201503	361299	99
201503	361305	46
201503	361307	32
201503	361308	17
201503	361580	12
201503	361667	15
201503	361672	39
201503	361895	36
201503	361911	184
201503	362002	167
201503	362005	54
201503	362137	1
201503	362139	2
201503	362142	5
201503	362295	25
201503	362296	11
201503	362297	10
201503	362298	655
201503	362299	23
201503	362300	8
201503	362301	9
201503	362304	16
201503	362305	11
201503	362307	11
201503	362311	25
201503	362312	10
201503	362313	8
201503	362376	20
201503	362377	11
201503	362379	8
201503	362447	414
201503	363033	15
201503	363057	160
201503	363095	26
201503	363096	89
201503	363097	83
201503	363098	50
201503	363099	61
201503	363100	18
201503	363105	37
201503	363575	28
201503	363577	15
201503	363654	738
201503	363657	784
201503	363659	1064
201503	363868	53
201503	363873	29
201503	363874	37
201503	364229	23
201503	364230	13
201503	364315	17
201503	364317	10
201503	364318	15
201503	364320	14
201503	364486	33
201503	364546	15
201503	364548	21
201503	364845	34
201503	364854	15
201503	364873	21
201503	364917	127
201503	364918	140
201503	364919	16
201503	364920	16
201503	364921	11
201503	364926	22
201503	364935	11
201503	364936	29
201503	364944	9
201503	364945	14
201503	364946	10
201503	364965	30
201503	364966	41
201503	364967	5
201503	364972	21
201503	364973	28
201503	364976	33
201503	364977	19
201503	364978	31
201503	365167	21
201503	365170	43
201503	365198	23
201503	365204	13
201503	365208	10
201503	365212	10
201503	365431	13
201503	365433	20734
201503	365435	25707
201503	365454	8
201503	365478	16
201503	365479	18
201503	365480	5
201503	365481	13
201503	365492	18
201503	365495	11
201503	365523	12
201503	365532	4566
201503	365541	10
201503	365546	15
201503	365558	13
201503	365565	17
201503	365589	51
201503	365610	21
201503	365611	79
201503	365912	128
201503	365913	42
201503	365914	23
201503	365915	5
201503	365935	165
201503	365936	27
201503	365937	12
201503	365939	8
201503	365974	148
201503	365975	14
201503	365976	7
201503	365978	6
201503	366075	15
201503	366118	111
201503	366132	13
201503	366136	16
201503	366165	498
201503	366167	25
201503	366168	7
201503	366169	22
201503	366178	24
201503	366186	33
201503	366201	17
201503	366509	18
201503	366514	2239
201503	366519	13
201503	366540	108
201503	366545	36
201503	366547	31
201503	366574	749
201503	366577	202
201503	366681	190
201503	366690	28
201503	366691	14
201503	366958	4442
201503	366960	42
201503	366972	2875
201503	367169	10
201503	367171	17
201503	367172	11
201503	367175	54
201503	367176	10
201503	367180	7
201503	367181	16
201503	367183	13
201503	367188	33
201503	367189	7
201503	367190	29
201503	367191	12
201503	367192	9
201503	367193	17
201503	367194	18
201503	367195	27
201503	367196	14
201503	367197	29
201503	367198	7
201503	367199	10
201503	367200	11
201503	367201	18
201503	367202	12
201503	367203	14
201503	367204	17
201503	367205	56
201503	367206	11
201503	367207	18
201503	367208	57
201503	367209	10
201503	367210	67
201503	367211	11
201503	367212	62
201503	367213	65
201503	367246	14
201503	367247	12
201503	367248	12
201503	367250	23
201503	367251	58
201503	367252	18
201503	367255	15
201503	367258	13
201503	367259	73
201503	367260	15
201503	367457	252
201503	367669	1795
201503	367956	30
201503	367957	25
201503	367959	16
201503	367960	10
201503	367968	119
201503	367969	40
201503	367974	34
201503	367975	17
201503	367976	18
201503	367977	9
201503	367978	23
201503	367979	11
201503	367980	6
201503	367981	26
201503	367984	18
201503	367985	6
201503	367988	26
201503	367989	35
201503	367991	24
201503	367992	3
201503	367993	7
201503	367995	61
201503	367996	7
201503	367998	9
201503	368005	21
201503	368080	87
201503	368136	7
201503	368137	10
201503	368140	7
201503	368141	9
201503	368142	8
201503	368243	39
201503	368488	13
201503	368490	80
201503	368969	93
201503	369075	16
201503	369195	204
201503	369505	35
201503	369506	65
201503	369509	119
201503	369679	10
201503	369681	21
201503	369683	17
201503	369685	12
201503	369690	11
201503	369692	7
201503	369693	8
201503	369698	12
201503	369699	97
201503	369701	10
201503	369702	99
201503	369706	23
201503	369707	12
201503	369708	16
201503	369709	29
201503	369856	59
201503	370189	2699
201503	370190	1150
201503	370191	228
201503	370192	283
201503	370232	20
201503	370233	7
201503	370398	3558
201503	370405	350
201503	370408	468
201503	370898	4362
201503	371114	9409
201503	371116	2378
201503	371117	290
201503	371118	147
201503	371313	2798
201503	371314	640
201503	371315	116
201503	371316	61
201503	371322	872
201503	371323	326
201503	371324	424
201503	371326	161
201503	371327	1590
201503	371328	419
201503	371330	286
201503	371331	164
201503	371332	298
201503	371333	102
201503	371390	256
201503	371391	839
201503	371392	206
201503	371393	82
201503	371394	9
201503	371816	12
201503	371874	8
201503	371891	16
201503	371905	10
201503	371956	6074
201503	371959	60
201503	371960	1856
201503	371961	279
201503	371966	45
201503	371967	147
201503	371971	231
201503	371974	242
201503	371980	58
201503	371993	39
201503	371996	524
201503	371999	293
201503	372006	261
201503	372008	1396
201503	372012	1878
201503	372013	2821
201503	372016	122
201503	372017	65
201503	372018	174
201503	372019	38
201503	372020	101
201503	372021	650
201503	372022	144
201503	372024	104
201503	372025	59
201503	372030	329
201503	372031	336
201503	372033	826
201503	372035	52
201503	372039	171
201503	372040	33
201503	372041	125
201503	372046	119
201503	372047	601
201503	372048	935
201503	372052	58
201503	372427	310
201503	372491	346
201503	372504	8345
201503	372658	37
201503	372662	213
201503	372663	145
201503	372666	163
201503	372676	8931
201503	372678	57
201503	372681	92
201503	372682	21642
201503	372686	3069
201503	372690	2762
201503	372695	2275
201503	372696	622
201503	372697	101
201503	372698	40
201503	372699	4268
201503	372702	69
201503	372704	64
201503	372705	114
201503	372708	548
201503	372719	2402
201503	372721	255
201503	372732	21
201503	372744	678
201503	373154	141
201503	373164	22733
201503	373468	6891
201503	373470	2319
201503	373471	97
201503	373472	340
201503	373484	589
201503	373485	256
201503	373491	541
201503	373493	951
201503	373530	928
201503	373591	822
201503	373593	729
201503	373595	408
201503	373596	1037
201503	373598	562
201503	373600	575
201503	373603	921
201503	373604	2929
201503	373605	84
201503	373610	1820
201503	373612	130
201503	373613	92
201503	373615	6951
201503	373619	5413
201503	373639	2811
201503	373640	1593
201503	373643	640
201503	373723	10
201503	373759	15
201503	373773	19
201503	373775	273
201503	373859	140
201503	373861	100
201503	373865	179
201503	373866	85
201503	373868	51
201503	373869	25
201503	373870	26
201503	373876	9
201503	373879	33
201503	373881	61
201503	373885	33
201503	373888	77
201503	373889	53
201503	373896	51
201503	373906	65
201503	373919	177
201503	373920	162
201503	373922	63
201503	373923	65
201503	373925	127
201503	373926	58
201503	373927	17
201503	373928	24
201503	373931	54
201503	373933	232
201503	373935	74
201503	373936	19
201503	373939	509
201503	373941	35
201503	373946	51
201503	373947	19
201503	373948	110
201503	373949	69
201503	373951	109
201503	373954	304
201503	373956	90
201503	373967	146
201503	373968	44
201503	373969	738
201503	373970	71
201503	373972	172
201503	373973	94
201503	373974	44
201503	373975	181
201503	373976	85
201503	373977	198
201503	373983	68
201503	373984	16
201503	373987	24
201503	373989	25
201503	373990	24
201503	373991	21
201503	373992	24
201503	373993	33
201503	373994	23
201503	373995	4
201503	373996	10
201503	373997	9
201503	373998	142
201503	374003	79
201503	374004	11
201503	374005	15
201503	374006	13
201503	374007	8
201503	374008	8
201503	374009	7
201503	374010	7
201503	374011	6
201503	374012	6
201503	374013	6
201503	374014	8
201503	374015	17
201503	374016	20
201503	374146	17
201503	374150	255
201503	374151	53
201503	374152	824
201503	374153	350
201503	374154	30
201503	374157	251
201503	374158	28
201503	374159	125
201503	374161	1137
201503	374162	40
201503	374164	15
201503	374167	134
201503	374168	52
201503	374174	13
201503	374177	13
201503	374179	38
201503	374182	23
201503	374183	106
201503	374184	90
201503	374185	68
201503	374186	28
201503	374193	59
201503	374194	17
201503	374198	7
201503	374200	32
201503	374202	35
201503	374204	130
201503	374205	50
201503	374206	26
201503	374208	19
201503	374209	49
201503	374210	57
201503	374212	10
201503	374213	191
201503	374214	9
201503	374215	20
201503	374217	19
201503	374218	72
201503	374224	63
201503	374226	17
201503	374229	123
201503	374230	33
201503	374231	27
201503	374233	10
201503	374234	16
201503	374235	10
201503	374236	13
201503	374237	6
201503	374238	11
201503	374239	5
201503	374240	34
201503	374241	33
201503	374242	30
201503	374243	15
201503	374245	2845
201503	374246	448
201503	374247	30
201503	374248	19
201503	374249	78
201503	374250	133
201503	374251	27
201503	374252	124
201503	374253	127
201503	374254	42
201503	374255	55
201503	374256	43
201503	374257	24
201503	374258	126
201503	374259	35
201503	374260	9
201503	374261	12
201503	374263	17
201503	374264	46
201503	374265	31
201503	374266	11
201503	374279	243
201503	374280	251
201503	374284	188
201503	374285	16
201503	374289	16
201503	374314	254
201503	374315	206
201503	374326	8
201503	374327	26
201503	374329	344
201503	374338	33
201503	374340	15
201503	374342	58
201503	374343	9
201503	374351	10
201503	374352	11
201503	374354	14
201503	374356	20
201503	374366	14
201503	374370	10
201503	374374	95
201503	374375	23
201503	374376	12
201503	374377	200
201503	374378	29
201503	374379	20
201503	374380	108
201503	374383	68
201503	374384	50
201503	374385	26
201503	374387	12
201503	374390	37
201503	374391	62
201503	374392	180
201503	374393	125
201503	374394	29
201503	374396	26
201503	374397	21
201503	374398	5
201503	374399	13
201503	374400	20
201503	374401	10
201503	374402	15
201503	374404	8
201503	374405	6
201503	374406	7
201503	374407	7
201503	374408	534
201503	374409	10
201503	374410	6
201503	374411	5
201503	374412	6
201503	374413	9
201503	374414	8
201503	374415	119
201503	374416	521
201503	374417	223
201503	374418	152
201503	374419	3838
201503	374420	1293
201503	374422	37
201503	374423	68
201503	374424	99
201503	374426	26
201503	374427	20
201503	374428	81
201503	374429	37
201503	374430	493
201503	374431	953
201503	374434	19
201503	374446	70
201503	374452	17
201503	374453	69
201503	374454	67
201503	374455	2786
201503	374460	1064
201503	374469	23
201503	374473	168
201503	374476	136
201503	374477	63
201503	374483	57
201503	374484	30
201503	374489	1581
201503	374493	31
201503	374494	42
201503	374498	71
201503	374499	16
201503	374500	117
201503	374541	2629
201503	374794	11
201503	374795	17
201503	374796	10
201503	375177	6213
201503	375178	841
201503	375181	1660
